locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
17959	b3920	1	7023	4109638	4110237	-	yiiQ	hypothetical protein (NCBI)	0.4917	18
17960	b3921	1	7023	4110338	4110778	+	yiiR	conserved inner membrane protein (NCBI)	0.4943	13
17961	b3922	1	7023	4110990	4111289	+	yiiS	hypothetical protein (NCBI)	0.4633	11
17962	b3923	1	7023	4111316	4111744	+	yiiT	stress-induced protein (NCBI)	0.4312	20
17963	b3924	1	7023	4111749	4112495	-	fpr	ferredoxin-NADP reductase (NCBI)	0.5355	24
17964	b3925	1	7023	4112592	4113602	-	glpX	fructose 1,6-bisphosphatase II (NCBI)	0.5678	35
17965	b3926	1	7023	4113737	4115245	-	glpK	glycerol kinase (NCBI)	0.5408	47
17966	b3927	1	7023	4115268	4116113	-	glpF	glycerol facilitator (NCBI)	0.5095	26
17967	b3928	1	7023	4116538	4116783	+	yiiU	hypothetical protein (NCBI)	0.4837	2
17968	b3929	1	7023	4116868	4117353	-	rraA	ribonuclease activity regulator protein RraA (NCBI)	0.5226	8
17969	b3930	1	7023	4117446	4118372	-	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase (NCBI)	0.5340	35
17970	b3931	1	7023	4118439	4119770	-	hslU	ATP-dependent protease ATP-binding subunit (NCBI)	0.5263	29
17971	b3932	1	7023	4119780	4120310	-	hslV	ATP-dependent protease peptidase subunit (NCBI)	0.5273	15
17972	b3933	1	7023	4120403	4121362	-	ftsN	essential cell division protein (NCBI)	0.5740	17
17973	b3934	1	7023	4121454	4122479	-	cytR	DNA-binding transcriptional dual regulator (NCBI)	0.5205	32
17974	b3935	1	7023	4122635	4124833	-	priA	primosome assembly protein PriA (NCBI)	0.5748	50
17975	b3936	1	7023	4125036	4125248	+	rpmE	50S ribosomal subunit protein L31 (NCBI)	0.4930	6
17976	b3937	1	7023	4125309	4125917	-	yiiX	predicted peptidoglycan peptidase (NCBI)	0.5238	16
17977	b3938	1	7023	4126101	4126418	-	metJ	transcriptional repressor protein MetJ (NCBI)	0.5189	7
17978	b3939	1	7023	4126695	4127855	+	metB	cystathionine gamma-synthase (NCBI)	0.5495	32
17979	b3940	1	7023	4127858	4130290	+	metL	bifunctional aspartate kinase II/homoserine dehydrogenase II (NCBI)	0.5832	55
17980	b3941	1	7023	4130639	4131529	+	metF	5,10-methylenetetrahydrofolate reductase (NCBI)	0.5185	31
17981	b3942	1	7023	4131858	4134038	+	katG	catalase/hydroperoxidase HPI(I) (NCBI)	0.5575	47
17982	b3943	1	7023	4134131	4135036	+	yijE	orf, hypothetical protein (VIMSS)	0.5408	26
17983	b3944	1	7023	4135063	4135680	-	yijF	hypothetical protein (NCBI)	0.5259	21
17984	b3945	1	7023	4135955	4137058	-	gldA	glycerol dehydrogenase, (NAD) (VIMSS)	0.5471	31
17985	b3946	1	7023	4137069	4137731	-	fsaB	fructose-6-phosphate aldolase 2 (NCBI)	0.5339	25
1937187	b3947	1	7023	4137743	4140244	-	ptsA	fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component (NCBI)	0.5536	63
17988	b3949	1	7023	4140553	4141632	+	frwC	predicted enzyme IIC component of PTS (NCBI)	0.5417	29
17989	b3950	1	7023	4141647	4141967	+	frwB	predicted enzyme IIB component of PTS (NCBI)	0.4922	8
17990	b3951	1	7023	4142018	4144315	+	pflD	predicted formate acetyltransferase 2 (pyruvate formate lyase II) (NCBI)	0.5313	76
17991	b3952	1	7023	4144281	4145159	+	pflC	probable pyruvate formate lyase activating enzyme 2 (VIMSS)	0.5495	19
17992	b3953	1	7023	4145161	4145502	+	frwD	predicted enzyme IIB component of PTS (NCBI)	0.5614	11
17993	b3954	1	7023	4145489	4146340	-	yijO	predicted DNA-binding transcriptional regulator (NCBI)	0.5305	28
17994	b3955	1	7023	4146555	4148288	-	yijP	conserved inner membrane protein (NCBI)	0.5000	71
17995	b3956	1	7023	4148470	4151121	-	ppc	phosphoenolpyruvate carboxylase (NCBI)	0.5566	60
17996	b3957	1	7023	4151719	4152870	-	argE	acetylornithine deacetylase (NCBI)	0.5174	41
17997	b3958	1	7023	4153024	4154028	+	argC	N-acetyl-gamma-glutamyl-phosphate reductase (NCBI)	0.5353	30
17998	b3959	1	7023	4154036	4154812	+	argB	acetylglutamate kinase (RefSeq)	0.5547	15
17999	b3960	1	7023	4154873	4156246	+	argH	argininosuccinate lyase (NCBI)	0.5648	34
1937190	b4458	6	7023	4156308	4156417	-	oxyS	global regulatory RNA (NCBI)	0.4909	3
18000	b3961	1	7023	4156513	4157430	+	oxyR	DNA-binding transcriptional dual regulator (NCBI)	0.5545	22
18001	b3962	1	7023	4157413	4158813	-	udhA	putative oxidoreductase (VIMSS)	0.5182	43
18002	b3963	1	7023	4159147	4159794	+	fabR	DNA-binding transcriptional repressor (RefSeq)	0.5340	17
18003	b3964	1	7023	4159794	4160153	+	yijD	conserved inner membrane protein (NCBI)	0.4917	21
18004	b3965	1	7023	4160193	4161293	-	trmA	tRNA (uracil-5-)-methyltransferase (NCBI)	0.5086	42
18005	b3966	1	7023	4161662	4163506	+	btuB	vitamin B12/cobalamin outer membrane transporter (NCBI)	0.5024	97
18006	b3967	1	7023	4163451	4164308	+	murI	glutamate racemase, required for biosynthesis of D-glutamate and peptidoglycan (VIMSS)	0.5152	30
1937193	b3968	3	7023	4164682	4166223	+	rrsB	16S ribosomal RNA (NCBI)	0.5441	54
1937194	b3969	5	7023	4166395	4166470	+	gltT	tRNA-Glu (NCBI)	0.6447	3
1937195	b3970	2	7023	4166664	4169567	+	rrlB	23S ribosomal RNA (NCBI)	0.5341	116
1937196	b3971	4	7023	4169660	4169779	+	rrfB	5S ribosomal RNA (NCBI)	0.6333	4
18007	b3972	1	7023	4170080	4171108	+	murB	UDP-N-acetylenolpyruvoylglucosamine reductase (NCBI)	0.4597	47
18008	b3973	1	7023	4171105	4172070	+	birA	biotin--protein ligase (NCBI)	0.4938	42
18009	b3974	1	7023	4172099	4173049	-	coaA	pantothenate kinase (NCBI)	0.4406	43
1937197	b3976	5	7023	4173411	4173486	+	thrU	tRNA-Thr (NCBI)	0.5132	5
1937198	b3977	5	7023	4173495	4173579	+	tyrU	tRNA-Tyr (NCBI)	0.5882	1
1937199	b3978	5	7023	4173696	4173770	+	glyT	tRNA-Gly (NCBI)	0.5733	4
1937200	b3979	5	7023	4173777	4173852	+	thrT	tRNA-Thr (NCBI)	0.5395	3
18011	b3980	1	7023	4173967	4175151	+	tufB	protein chain elongation factor EF-Tu (duplicate of tufA) (NCBI)	0.5342	33
18012	b3981	1	7023	4175381	4175764	+	secE	translocase (NCBI)	0.5495	13
18013	b3982	1	7023	4175766	4176311	+	nusG	transcription antitermination protein NusG (NCBI)	0.5165	14
18014	b3983	1	7023	4176470	4176898	+	rplK	50S ribosomal protein L11 (NCBI)	0.5221	11
18015	b3984	1	7023	4176902	4177606	+	rplA	50S ribosomal protein L1 (NCBI)	0.5163	24
18016	b3985	1	7023	4178019	4178516	+	rplJ	50S ribosomal protein L10 (NCBI)	0.5241	13
18017	b3986	1	7023	4178583	4178948	+	rplL	50S ribosomal protein L7/L12 (NCBI)	0.4617	11
18018	b3987	1	7023	4179268	4183296	+	rpoB	DNA-directed RNA polymerase subunit beta (NCBI)	0.5262	125
18019	b3988	1	7023	4183373	4187596	+	rpoC	DNA-directed RNA polymerase subunit beta' (NCBI)	0.5384	134
18020	b3989	1	7023	4187809	4188348	+	htrC	heat shock protein (NCBI)	0.4241	26
7497371	b4691	6	7023	4188350	4188510	-	sroH	Novel sRNA, function unknown (RefSeq)	0.4534	4
18021	b3990	1	7023	4188758	4189891	-	thiH	thiamine biosynthesis protein ThiH (NCBI)	0.5503	34
18022	b3991	1	7023	4189888	4190658	-	thiG	thiamin biosynthesis, thiazole moiety (VIMSS)	0.5850	16
1937202	b4407	1	7023	4190660	4190860	-	thiS	sulfur carrier protein ThiS (NCBI)	0.5572	3
18024	b3992	1	7023	4190844	4191599	-	thiF	thiamin biosynthesis, thiazole moiety (VIMSS)	0.5754	24
18025	b3993	1	7023	4191592	4192227	-	thiE	thiamine-phosphate pyrophosphorylase (NCBI)	0.5802	17
18026	b3994	1	7023	4192227	4194122	-	thiC	thiamine biosynthesis protein ThiC (NCBI)	0.5575	61
18027	b3995	1	7023	4194355	4194831	-	rsd	stationary phase protein, binds sigma 70 RNA polymerase subunit (NCBI)	0.4906	20
1937204	b3996	1	7023	4194926	4195699	+	nudC	NADH pyrophosphatase (NCBI)	0.5323	27
18029	b3997	1	7023	4195739	4196803	+	hemE	uroporphyrinogen decarboxylase (NCBI)	0.5606	30
18030	b3998	1	7023	4196813	4197484	+	nfi	endonuclease V (deoxyinosine 3'endoduclease) (VIMSS)	0.5878	15
18031	b3999	1	7023	4197527	4198117	+	yjaG	hypothetical protein (NCBI)	0.4856	16
18032	b4000	1	7023	4198304	4198576	+	hupA	HU, DNA-binding transcriptional regulator, alpha subunit (NCBI)	0.4835	8
18033	b4001	1	7023	4198589	4199284	+	yjaH	hypothetical protein (NCBI)	0.5345	23
18034	b4002	1	7023	4199286	4199711	-	yjaI	orf, hypothetical protein (VIMSS)	0.5352	13
18035	b4003	1	7023	4199949	4201346	+	zraS	sensory histidine kinase in two-component regulatory system with ZraR (NCBI)	0.5429	42
18036	b4004	1	7023	4201343	4202668	+	zraR	fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein (NCBI)	0.5626	33
18037	b4005	1	7023	4202665	4203954	-	purD	phosphoribosylamine--glycine ligase (NCBI)	0.5822	32
18038	b4006	1	7023	4203966	4205555	-	purH	bifunctionalphosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase (NCBI)	0.5629	39
1937207	b4007	3	7023	4206170	4207711	+	rrsE	16S ribosomal RNA (NCBI)	0.5441	54
1937208	b4008	5	7023	4207797	4207872	+	gltV	tRNA-Glu (NCBI)	0.6447	3
1937209	b4009	2	7023	4208066	4210969	+	rrlE	23S ribosomal RNA (NCBI)	0.5341	116
1937210	b4010	4	7023	4211063	4211182	+	rrfE	5S ribosomal RNA (NCBI)	0.6333	4
18039	b4011	1	7023	4211257	4211640	+	yjaA	hypothetical protein (NCBI)	0.4531	8
18040	b4012	1	7023	4211703	4212146	-	yjaB	predicted acetyltransferase (NCBI)	0.5450	14
18041	b4013	1	7023	4212303	4213232	+	metA	homoserine O-succinyltransferase (NCBI)	0.5000	28
18042	b4014	1	7023	4213501	4215102	+	aceB	malate synthase (NCBI)	0.5175	40
18043	b4015	1	7023	4215132	4216436	+	aceA	isocitrate lyase (NCBI)	0.5533	30
18044	b4016	1	7023	4216619	4218355	+	aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase protein (NCBI)	0.5279	61
18045	b4017	1	7023	4218324	4220510	-	arpA	regulator of acetyl CoA synthetase (NCBI)	0.3763	133
18046	b4018	1	7023	4220827	4221651	-	iclR	repressor of aceBA operon (VIMSS)	0.5418	27
18047	b4019	1	7023	4221851	4225534	+	metH	B12-dependent methionine synthase (NCBI)	0.5584	93
18048	b4020	1	7023	4225754	4227385	+	yjbB	predicted transporter (NCBI)	0.5533	42
18049	b4021	1	7023	4227476	4228165	-	pepE	peptidase E (NCBI)	0.5435	22
18050	b4022	1	7023	4228377	4229249	+	yjbC	23S rRNA pseudouridine synthase (NCBI)	0.5155	25
18051	b4023	1	7023	4229382	4229654	-	yjbD	hypothetical protein (NCBI)	0.4945	9
18052	b4024	1	7023	4229907	4231256	-	lysC	aspartate kinase III (NCBI)	0.5385	35
18053	b4025	1	7023	4231781	4233430	+	pgi	glucose-6-phosphate isomerase (NCBI)	0.5133	50
18054	b4026	1	7023	4233929	4234171	+	yjbE	hypothetical protein (NCBI)	0.6049	5
18055	b4027	1	7023	4234285	4234923	+	yjbF	orf, hypothetical protein (VIMSS)	0.5477	17
18056	b4028	1	7023	4234920	4235657	+	yjbG	hypothetical protein (NCBI)	0.5867	17
18057	b4029	1	7023	4235657	4237753	+	yjbH	predicted porin (NCBI)	0.5403	75
3446236	b4620	1	7023	4237800	4238078	-	yjbT	hypothetical protein, no homologs (RefSeq)	0.4910	8
18058	b4030	1	7023	4238348	4238758	+	yjbA	phosphate-starvation-inducible protein PsiE (NCBI)	0.4915	14
18059	b4031	1	7023	4238802	4240277	-	xylE	D-xylose transporter (NCBI)	0.4959	60
18060	b4032	1	7023	4240649	4241539	-	malG	maltose transporter subunit (NCBI)	0.5455	24
18061	b4033	1	7023	4241554	4243098	-	malF	maltose transporter subunit (NCBI)	0.5327	45
18062	b4034	1	7023	4243252	4244442	-	malE	maltose ABC transporter periplasmic protein (NCBI)	0.5105	40
18063	b4035	1	7023	4244807	4245922	+	malK	fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein (NCBI)	0.5484	24
18064	b4036	1	7023	4245994	4247334	+	lamB	maltoporin precursor (NCBI)	0.5168	49
18065	b4037	1	7023	4247577	4248497	+	malM	maltose regulon periplasmic protein (NCBI)	0.5342	21
18066	b4038	7	7023	4248726	4248908	+	yjbI	hypothetical protein (NCBI)	0.3005	16
18067	b4039	1	7023	4250529	4251026	+	ubiC	chorismate lyase (VIMSS)	0.5281	15
18068	b4040	1	7023	4251039	4251911	+	ubiA	4-hydroxybenzoate octaprenyltransferase (NCBI)	0.5178	28
18069	b4041	1	7023	4252066	4254489	-	plsB	glycerol-3-phosphate acyltransferase (VIMSS)	0.5516	75
18070	b4042	1	7023	4254660	4255028	+	dgkA	diacylglycerol kinase (NCBI)	0.5176	10
18071	b4043	1	7023	4255138	4255746	+	lexA	LexA repressor (NCBI)	0.5189	17
18072	b4044	1	7023	4255765	4257144	+	dinF	DNA-damage-inducible SOS response protein (NCBI)	0.5572	51
18073	b4045	1	7023	4257260	4257469	+	yjbJ	predicted stress response protein (NCBI)	0.4238	8
18074	b4046	1	7023	4257511	4258026	-	yjbK	putative regulator (VIMSS)	0.5213	13
18075	b4047	1	7023	4258344	4258598	+	yjbL	hypothetical protein (NCBI)	0.2863	24
18076	b4048	1	7023	4258622	4259329	+	yjbM	hypothetical protein (NCBI)	0.3658	42
18077	b4049	1	7023	4259737	4260729	+	dusA	tRNA-dihydrouridine synthase A (RefSeq)	0.5428	33
18078	b4050	1	7023	4260863	4261105	+	yjbO	orf, hypothetical protein (VIMSS)	0.4979	10
18079	b4051	1	7023	4261271	4262254	-	qor	quinone oxidoreductase, NADPH-dependent (NCBI)	0.5305	42
18080	b4052	1	7023	4262337	4263752	+	dnaB	replicative DNA helicase (NCBI)	0.5381	39
18081	b4053	1	7023	4263805	4264884	+	alr	alanine racemase (NCBI)	0.5593	31
18082	b4054	1	7023	4265137	4266330	+	tyrB	tyrosine aminotransferase, tyrosine-repressible, PLP-dependent (NCBI)	0.5276	39
3446237	b4621	1	7023	4266832	4267035	-	yjbS	hypothetical protein (RefSeq)	0.2843	15
18083	b4055	1	7023	4267437	4268150	+	aphA	acid phosphatase/phosphotransferase, class B, non-specific (NCBI)	0.4944	20
18084	b4056	1	7023	4268261	4268677	+	yjbQ	hypothetical protein (NCBI)	0.5180	14
18085	b4057	1	7023	4268681	4269037	+	yjbR	hypothetical protein (NCBI)	0.5042	10
18086	b4058	1	7023	4269072	4271894	-	uvrA	excinuclease ABC subunit A (NCBI)	0.5608	78
18087	b4059	1	7023	4272148	4272684	+	ssb	single-strand DNA-binding protein (NCBI)	0.5810	13
18088	b4060	1	7023	4272783	4273064	-	yjcB	orf, hypothetical protein (VIMSS)	0.5248	5
18089	b4061	1	7023	4273494	4275080	+	yjcC	predicted signal transduction protein (EAL domain containing protein) (NCBI)	0.4474	82
18090	b4062	1	7023	4275083	4275406	-	soxS	DNA-binding transcriptional dual regulator (NCBI)	0.5093	9
18091	b4063	1	7023	4275492	4275956	+	soxR	DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing (NCBI)	0.5204	18
1937218	b4459	6	7023	4275950	4276089	-	ryjA	unknown RNA (NCBI)	0.5214	3
18092	b4064	1	7023	4276502	4277851	+	yjcD	predicted permease (NCBI)	0.5593	37
18093	b4065	1	7023	4278003	4279652	+	yjcE	predicted cation/proton antiporter (NCBI)	0.5582	32
18094	b4066	1	7023	4279806	4281098	-	yjcF	hypothetical protein (NCBI)	0.3295	103
18095	b4067	1	7023	4281276	4282925	-	actP	acetate permease (NCBI)	0.5576	54
18096	b4068	1	7023	4282922	4283236	-	yjcH	conserved inner membrane protein involved in acetate transport (NCBI)	0.4921	12
18097	b4069	1	7023	4283436	4285394	-	acs	acetyl-coenzyme A synthetase (NCBI)	0.5687	61
18098	b4070	1	7023	4285787	4287223	+	nrfA	nitrite reductase, formate-dependent, cytochrome (NCBI)	0.5226	36
18099	b4071	1	7023	4287268	4287834	+	nrfB	formate-dependent nitrite reductase; a penta-haeme cytochrome c (VIMSS)	0.5397	17
18100	b4072	1	7023	4287831	4288502	+	nrfC	formate-dependent nitrite reductase, 4Fe4S subunit (NCBI)	0.5789	17
18101	b4073	1	7023	4288499	4289455	+	nrfD	formate-dependent nitrite reductase, membrane subunit (NCBI)	0.5758	17
18102	b4074	1	7023	4289535	4291193	+	nrfE	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE (NCBI)	0.5732	42
18103	b4075	1	7023	4291186	4291569	+	nrfF	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF (NCBI)	0.5234	13
18104	b4076	1	7023	4291566	4292162	+	nrfG	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG (NCBI)	0.5176	22
18105	b4077	1	7023	4292504	4293817	+	gltP	glutamate/aspartate:proton symporter (NCBI)	0.5327	33
18106	b4078	1	7023	4294459	4295148	-	yjcO	hypothetical protein (NCBI)	0.4971	21
18107	b4079	1	7023	4295242	4297389	-	fdhF	formate dehydrogenase-H, selenopolypeptide subunit (NCBI)	0.5438	71
18108	b4080	1	7023	4297587	4299053	-	yjcP	predicted outer membrane factor of efflux pump (NCBI)	0.5576	37
18109	b4081	1	7023	4299050	4301101	-	yjcQ	putative enzyme (VIMSS)	0.5453	54
18110	b4082	1	7023	4301101	4302132	-	yjcR	predicted membrane fusion protein of efflux pump (NCBI)	0.5591	30
3446238	b4622	1	7023	4302151	4302426	-	ytcA	hypothetical protein (RefSeq)	0.4746	11
18111	b4083	1	7023	4302635	4304620	-	yjcS	orf, hypothetical protein (VIMSS)	0.5292	78
18112	b4084	1	7023	4304893	4305822	-	alsK	D-allose kinase (NCBI)	0.5495	27
18113	b4085	1	7023	4305806	4306501	-	alsE	allulose-6-phosphate 3-epimerase (NCBI)	0.4914	19
18114	b4086	1	7023	4306512	4307492	-	alsC	D-allose transporter subunit (NCBI)	0.5250	22
18115	b4087	1	7023	4307471	4309003	-	alsA	fused D-allose transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.4795	59
18116	b4088	1	7023	4309130	4310065	-	alsB	D-allose transporter subunit (NCBI)	0.4850	25
18117	b4089	1	7023	4310124	4311014	-	rpiR	transcriptional repressor of rpiB expression (VIMSS)	0.4747	42
18118	b4090	1	7023	4311373	4311822	+	rpiB	ribose-5-phosphate isomerase B (NCBI)	0.5022	13
1937223	b4487	1	7023	4311891	4312220	+	yjdP	hypothetical protein (NCBI)	0.5606	8
18120	b4092	1	7023	4312367	4313125	-	phnP	carbon-phosphorus lyase complex accessory protein (NCBI)	0.5929	17
18121	b4093	1	7023	4313127	4313561	-	phnO	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	0.5793	8
18122	b4094	1	7023	4313548	4314105	-	phnN	ribose 1,5-bisphosphokinase (NCBI)	0.6022	14
18123	b4095	1	7023	4314105	4315241	-	phnM	carbon-phosphorus lyase complex subunit (NCBI)	0.6130	16
18124	b4096	1	7023	4315238	4315918	-	phnL	carbon-phosphorus lyase complex subunit (NCBI)	0.6021	11
1937224	b4097	1	7023	4316029	4316787	-	phnK	carbon-phosphorus lyase complex subunit (NCBI)	0.6140	10
18126	b4098	1	7023	4316784	4317629	-	phnJ	carbon-phosphorus lyase complex subunit (NCBI)	0.5827	21
18127	b4099	1	7023	4317622	4318686	-	phnI	carbon-phosphorus lyase complex subunit (NCBI)	0.6263	22
18128	b4100	1	7023	4318686	4319270	-	phnH	carbon-phosphorus lyase complex subunit (NCBI)	0.6085	11
18129	b4101	1	7023	4319267	4319719	-	phnG	carbon-phosphorus lyase complex subunit (NCBI)	0.6269	8
18130	b4102	1	7023	4319720	4320445	-	phnF	predicted DNA-binding transcriptional regulator of phosphonate uptake and biodegradation (NCBI)	0.6185	11
18132	b4104	7	7023	4320466	4320837	-	phnE	phosphonate/organophosphate ester transporter subunit (NCBI)	0.6048	4
18133	b4105	1	7023	4321359	4322375	-	phnD	phosphonate/organophosphate ester transporter subunit (NCBI)	0.5546	17
18134	b4106	1	7023	4322400	4323188	-	phnC	phosphonate/organophosphate ester transporter subunit (NCBI)	0.5856	16
18135	b4107	1	7023	4323321	4323764	-	phnB	hypothetical protein (NCBI)	0.5158	10
18136	b4108	1	7023	4324422	4324757	-	phnA	hypothetical protein (NCBI)	0.4643	11
18137	b4109	1	7023	4325158	4327386	+	yjdA	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	0.5146	65
18138	b4110	1	7023	4327383	4328261	+	yjcZ	orf, hypothetical protein (VIMSS)	0.5688	14
18139	b4111	1	7023	4328525	4330027	+	proP	proline/glycine betaine transporter (NCBI)	0.5043	64
12785253	b4703	1	7023	4330139	4330228	+	pmrR	predicted regulator of BasS activity, membrane protein (NCBI)	0.4222	5
18140	b4112	1	7023	4330204	4331295	-	basS	sensory histidine kinase in two-component regulatory system with BasR (NCBI)	0.5421	32
18141	b4113	1	7023	4331305	4331973	-	basR	DNA-binding response regulator in two-component regulatory system with BasS (NCBI)	0.5321	24
18142	b4114	1	7023	4331970	4333613	-	yjdB	orf, hypothetical protein (VIMSS)	0.4945	63
18143	b4115	1	7023	4333717	4335054	-	adiC	arginine:agmatin (NCBI)	0.5374	42
18144	b4116	1	7023	4335191	4335952	-	adiY	DNA-binding transcriptional activator (NCBI)	0.4134	52
18145	b4117	1	7023	4336277	4338544	-	adiA	biodegradative arginine decarboxylase (RefSeq)	0.5269	63
18146	b4118	1	7023	4338743	4339651	-	melR	DNA-binding transcriptional dual regulator (NCBI)	0.5028	29
18147	b4119	1	7023	4339934	4341289	+	melA	alpha-galactosidase, NAD(P)-binding (NCBI)	0.5243	54
18148	b4120	1	7023	4341392	4342813	+	melB	melibiose:sodium symporter (NCBI)	0.4585	76
18149	b4121	1	7023	4342952	4343581	-	yjdF	conserved inner membrane protein (NCBI)	0.5492	19
18150	b4122	1	7023	4343703	4345349	-	fumB	anaerobic class I fumarate hydratase (fumarase B) (NCBI)	0.5464	52
18151	b4123	1	7023	4345427	4346767	-	dcuB	C4-dicarboxylate antiporter (NCBI)	0.5227	41
18152	b4124	1	7023	4347338	4348057	-	dcuR	DNA-binding response regulator in two-component regulatory system with DcuS (NCBI)	0.4931	25
18153	b4125	1	7023	4348054	4349685	-	dcuS	sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration (NCBI)	0.4994	61
18154	b4126	1	7023	4349866	4350096	+	yjdI	hypothetical protein (NCBI)	0.4892	10
18155	b4127	1	7023	4350108	4350380	+	yjdJ	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	0.4103	9
18156	b4128	1	7023	4350607	4350903	+	yjdK	hypothetical protein (NCBI)	0.3502	16
1937228	b4559	1	7023	4350931	4351104	+	yjdO	hypothetical protein (NCBI)	0.3506	11
18157	b4129	1	7023	4351223	4352740	-	lysU	lysine tRNA synthetase, inducible (NCBI)	0.4743	66
18158	b4130	1	7023	4352977	4354434	-	yjdL	predicted transporter (NCBI)	0.5110	49
18159	b4131	1	7023	4354493	4356640	-	cadA	lysine decarboxylase 1 (NCBI)	0.4758	89
18160	b4132	1	7023	4356720	4358054	-	cadB	predicted lysine/cadaverine transporter (NCBI)	0.4944	64
18161	b4133	1	7023	4358419	4359957	-	cadC	DNA-binding transcriptional activator (NCBI)	0.4198	90
3446240	b4654	7	7023	4360214	4360376	-	yjdQ		0.4172	4
1937229	b4134	5	7023	4360574	4360649	-	pheU	tRNA-Phe (NCBI)	0.5921	2
18162	b4135	1	7023	4360756	4361331	-	yjdC	orf, hypothetical protein (VIMSS)	0.5312	20
18163	b4136	1	7023	4361368	4363065	-	dipZ	thiol:disulfide interchange protein precursor (NCBI)	0.5442	51
18164	b4137	1	7023	4363041	4363379	-	cutA	copper binding protein, copper sensitivity (NCBI)	0.5015	14
18165	b4138	1	7023	4363495	4364796	-	dcuA	C4-dicarboxylate antiporter (NCBI)	0.5261	30
18166	b4139	1	7023	4364914	4366350	-	aspA	aspartate ammonia-lyase (aspartase) (VIMSS)	0.4920	50
18168	b4140	1	7023	4366687	4367163	+	b4140	orf, hypothetical protein (VIMSS)	0.4738	20
18169	b4141	1	7023	4367179	4368435	-	yjeH	predicted transporter (NCBI)	0.5227	53
18170	b4142	1	7023	4368711	4369004	+	groS	co-chaperonin GroES (NCBI)	0.4864	6
18171	b4143	1	7023	4369048	4370694	+	GroEL	chaperonin GroEL (NCBI)	0.5288	45
18172	b4144	1	7023	4370832	4371185	+	yjeI	orf, hypothetical protein (VIMSS)	0.5537	10
18173	b4145	1	7023	4371388	4372257	-	yjeJ	hypothetical protein (NCBI)	0.4517	38
18174	b4146	1	7023	4372652	4373680	-	yjeK	predicted lysine aminomutase (NCBI)	0.5267	31
18175	b4147	1	7023	4373722	4374288	+	efp	elongation factor P (NCBI)	0.4938	21
1937234	b4410	1	7023	4374340	4374465	+	ecnA	entericidin A membrane lipoprotein, antidote entericidin B (NCBI)	0.5397	2
1937235	b4411	1	7023	4374576	4374722	+	ecnB	entericidin B membrane lipoprotein (NCBI)	0.4830	3
18176	b4148	1	7023	4374898	4375215	+	sugE	suppresses groEL, may be chaperone (VIMSS)	0.5314	16
18177	b4149	1	7023	4375212	4375745	-	blc	outer membrane lipoprotein (lipocalin) (NCBI)	0.5337	21
18178	b4150	1	7023	4375834	4376967	-	ampC	beta-lactamase/D-alanine carboxypeptidase (NCBI)	0.5018	45
18179	b4151	1	7023	4377030	4377389	-	frdD	fumarate reductase subunit D (NCBI)	0.5444	10
18180	b4152	1	7023	4377400	4377795	-	frdC	fumarate reductase subunit C (NCBI)	0.4924	9
18181	b4153	1	7023	4377806	4378540	-	frdB	fumarate reductase (anaerobic), Fe-S subunit (NCBI)	0.5361	28
18182	b4154	1	7023	4378533	4380341	-	frdA	fumarate reductase (NCBI)	0.5638	45
18183	b4155	1	7023	4380666	4381643	+	yjeA	putative lysyl-tRNA synthetase (VIMSS)	0.5266	31
18184	b4156	1	7023	4381862	4383364	+	yjeM	putative transport (VIMSS)	0.4711	66
18185	b4157	1	7023	4383416	4383730	+	yjeN	hypothetical protein (NCBI)	0.5016	14
18186	b4158	1	7023	4383727	4384041	+	yjeO	conserved inner membrane protein (NCBI)	0.4794	11
18187	b4159	1	7023	4384070	4387393	-	yjeP	predicted mechanosensitive channel (NCBI)	0.5575	73
18188	b4160	1	7023	4387415	4388383	-	psd	phosphatidylserine decarboxylase (NCBI)	0.5346	30
18189	b4161	1	7023	4388480	4389532	-	yjeQ	orf, hypothetical protein (VIMSS)	0.5394	32
18190	b4162	1	7023	4389627	4390172	+	yjeR	orf, hypothetical protein (VIMSS)	0.5403	14
1937241	b4163	5	7023	4390383	4390458	+	glyV	tRNA-Gly (NCBI)	0.6053	1
1937242	b4164	5	7023	4390495	4390570	+	glyX	tRNA-Gly (NCBI)	0.6053	1
1937243	b4165	5	7023	4390606	4390681	+	glyY	tRNA-Gly (NCBI)	0.6053	1
